id,dot,trial,response,response_as_string,trial_order,condition,group,property,trial_type,age_exact,age_year,age_categorical,gender,race_bin,hispanic
10022,2018-03-18,category_check4,1,correct,4,specific,NA,NA,attn_check,4.85,4,4,female,white,0
10022,2018-03-18,test_unmentioned_pizza,0,no,5,specific,unmentioned,pizza,test,4.85,4,4,female,white,0
10022,2018-03-18,test_mentioned_pizza,0,no,6,specific,mentioned,pizza,test,4.85,4,4,female,white,0
10022,2018-03-18,test_mentioned_paint,0,no,7,specific,mentioned,paint,test,4.85,4,4,female,white,0
10022,2018-03-18,test_unmentioned_tree,0,no,9,specific,unmentioned,tree,test,4.85,4,4,female,white,0
10022,2018-03-18,test_mentioned_tree,0,no,10,specific,mentioned,tree,test,4.85,4,4,female,white,0
10022,2018-03-18,test_mentioned_piano,0,no,11,specific,mentioned,piano,test,4.85,4,4,female,white,0
10022,2018-03-18,test_unmentioned_piano,0,no,12,specific,unmentioned,piano,test,4.85,4,4,female,white,0
10022,2018-03-18,adhoc_attn_check1,1,correct,13,specific,NA,NA,adhoc,4.85,4,4,female,white,0
10022,2018-03-18,adhoc_test1,2,pragmatic,14,specific,NA,NA,adhoc,4.85,4,4,female,white,0
10022,2018-03-18,adhoc_test2,2,pragmatic,15,specific,NA,NA,adhoc,4.85,4,4,female,white,0
10022,2018-03-18,adhoc_attn_check2,1,correct,16,specific,NA,NA,adhoc,4.85,4,4,female,white,0
10022,2018-03-18,test_unmentioned_paint,0,no,8,specific,unmentioned,paint,test,4.85,4,4,female,white,0
10029,2018-03-18,test_mentioned_piano,1,yes,9,generic,mentioned,piano,test,6.2,6,6,female,white,0
10029,2018-03-18,test_unmentioned_piano,0,no,10,generic,unmentioned,piano,test,6.2,6,6,female,white,0
10029,2018-03-18,test_mentioned_tree,1,yes,11,generic,mentioned,tree,test,6.2,6,6,female,white,0
10029,2018-03-18,test_mentioned_paint,1,yes,8,generic,mentioned,paint,test,6.2,6,6,female,white,0
10029,2018-03-18,category_check1,0,wrong,1,generic,NA,NA,attn_check,6.2,6,6,female,white,0
10029,2018-03-18,category_check2,1,correct,2,generic,NA,NA,attn_check,6.2,6,6,female,white,0
10029,2018-03-18,category_check3,1,correct,3,generic,NA,NA,attn_check,6.2,6,6,female,white,0
10029,2018-03-18,category_check4,1,correct,4,generic,NA,NA,attn_check,6.2,6,6,female,white,0
10029,2018-03-18,test_mentioned_pizza,1,yes,5,generic,mentioned,pizza,test,6.2,6,6,female,white,0
10029,2018-03-18,test_unmentioned_pizza,0,no,6,generic,unmentioned,pizza,test,6.2,6,6,female,white,0
10029,2018-03-18,test_unmentioned_paint,0,no,7,generic,unmentioned,paint,test,6.2,6,6,female,white,0
10029,2018-03-18,adhoc_test1,2,pragmatic,14,generic,NA,NA,adhoc,6.2,6,6,female,white,0
10029,2018-03-18,adhoc_test2,2,pragmatic,15,generic,NA,NA,adhoc,6.2,6,6,female,white,0
10029,2018-03-18,test_unmentioned_tree,0,no,12,generic,unmentioned,tree,test,6.2,6,6,female,white,0
10029,2018-03-18,adhoc_attn_check1,1,correct,13,generic,NA,NA,adhoc,6.2,6,6,female,white,0
10029,2018-03-18,adhoc_test4,2,pragmatic,18,generic,NA,NA,adhoc,6.2,6,6,female,white,0
10029,2018-03-18,adhoc_attn_check2,1,correct,16,generic,NA,NA,adhoc,6.2,6,6,female,white,0
10029,2018-03-18,adhoc_test3,2,pragmatic,17,generic,NA,NA,adhoc,6.2,6,6,female,white,0
10044,2018-03-24,adhoc_test4,2,pragmatic,18,generic,NA,NA,adhoc,4.81,4,4,male,mixed,0
10044,2018-03-24,adhoc_test3,2,pragmatic,17,generic,NA,NA,adhoc,4.81,4,4,male,mixed,0
10044,2018-03-24,adhoc_attn_check1,1,correct,13,generic,NA,NA,adhoc,4.81,4,4,male,mixed,0
10044,2018-03-24,adhoc_test1,2,pragmatic,14,generic,NA,NA,adhoc,4.81,4,4,male,mixed,0
10044,2018-03-24,adhoc_test2,2,pragmatic,15,generic,NA,NA,adhoc,4.81,4,4,male,mixed,0
10044,2018-03-24,adhoc_attn_check2,1,correct,16,generic,NA,NA,adhoc,4.81,4,4,male,mixed,0
10044,2018-03-24,category_check1,1,correct,1,generic,NA,NA,attn_check,4.81,4,4,male,mixed,0
10044,2018-03-24,category_check2,1,correct,2,generic,NA,NA,attn_check,4.81,4,4,male,mixed,0
10044,2018-03-24,test_mentioned_paint,1,yes,7,generic,mentioned,paint,test,4.81,4,4,male,mixed,0
10044,2018-03-24,test_unmentioned_paint,0,no,8,generic,unmentioned,paint,test,4.81,4,4,male,mixed,0
10044,2018-03-24,test_unmentioned_tree,0,no,9,generic,unmentioned,tree,test,4.81,4,4,male,mixed,0
10044,2018-03-24,test_mentioned_tree,1,yes,10,generic,mentioned,tree,test,4.81,4,4,male,mixed,0
10044,2018-03-24,test_mentioned_piano,1,yes,11,generic,mentioned,piano,test,4.81,4,4,male,mixed,0
10044,2018-03-24,test_unmentioned_piano,0,no,12,generic,unmentioned,piano,test,4.81,4,4,male,mixed,0
10044,2018-03-24,category_check4,1,correct,4,generic,NA,NA,attn_check,4.81,4,4,male,mixed,0
10044,2018-03-24,test_unmentioned_pizza,0,no,5,generic,unmentioned,pizza,test,4.81,4,4,male,mixed,0
10044,2018-03-24,test_mentioned_pizza,1,yes,6,generic,mentioned,pizza,test,4.81,4,4,male,mixed,0
10044,2018-03-24,category_check3,1,correct,3,generic,NA,NA,attn_check,4.81,4,4,male,mixed,0
10046,2018-03-24,test_mentioned_tree,1,yes,7,generic,mentioned,tree,test,4.93,4,4,female,white,1
10046,2018-03-24,test_unmentioned_tree,0,no,8,generic,unmentioned,tree,test,4.93,4,4,female,white,1
10046,2018-03-24,test_unmentioned_piano,0,no,9,generic,unmentioned,piano,test,4.93,4,4,female,white,1
10046,2018-03-24,category_check1,1,correct,1,generic,NA,NA,attn_check,4.93,4,4,female,white,1
10046,2018-03-24,category_check2,1,correct,2,generic,NA,NA,attn_check,4.93,4,4,female,white,1
10046,2018-03-24,category_check3,1,correct,3,generic,NA,NA,attn_check,4.93,4,4,female,white,1
10046,2018-03-24,category_check4,1,correct,4,generic,NA,NA,attn_check,4.93,4,4,female,white,1
10046,2018-03-24,test_unmentioned_pizza,0,no,5,generic,unmentioned,pizza,test,4.93,4,4,female,white,1
10046,2018-03-24,test_mentioned_pizza,1,yes,6,generic,mentioned,pizza,test,4.93,4,4,female,white,1
10046,2018-03-24,test_mentioned_piano,1,yes,10,generic,mentioned,piano,test,4.93,4,4,female,white,1
10046,2018-03-24,test_unmentioned_paint,0,no,11,generic,unmentioned,paint,test,4.93,4,4,female,white,1
10046,2018-03-24,test_mentioned_paint,1,yes,12,generic,mentioned,paint,test,4.93,4,4,female,white,1
10046,2018-03-24,adhoc_attn_check1,1,correct,13,generic,NA,NA,adhoc,4.93,4,4,female,white,1
10046,2018-03-24,adhoc_test1,2,pragmatic,14,generic,NA,NA,adhoc,4.93,4,4,female,white,1
10046,2018-03-24,adhoc_test2,2,pragmatic,15,generic,NA,NA,adhoc,4.93,4,4,female,white,1
10046,2018-03-24,adhoc_attn_check2,1,correct,16,generic,NA,NA,adhoc,4.93,4,4,female,white,1
10046,2018-03-24,adhoc_test3,0,neither,17,generic,NA,NA,adhoc,4.93,4,4,female,white,1
10046,2018-03-24,adhoc_test4,2,pragmatic,18,generic,NA,NA,adhoc,4.93,4,4,female,white,1
10048,2018-03-24,category_check3,1,correct,3,specific,NA,NA,attn_check,4.49,4,4,female,white,0
10048,2018-03-24,category_check4,1,correct,4,specific,NA,NA,attn_check,4.49,4,4,female,white,0
10048,2018-03-24,test_unmentioned_pizza,1,yes,5,specific,unmentioned,pizza,test,4.49,4,4,female,white,0
10048,2018-03-24,category_check1,0,wrong,1,specific,NA,NA,attn_check,4.49,4,4,female,white,0
10048,2018-03-24,category_check2,1,correct,2,specific,NA,NA,attn_check,4.49,4,4,female,white,0
10048,2018-03-24,adhoc_test2,2,pragmatic,15,specific,NA,NA,adhoc,4.49,4,4,female,white,0
10048,2018-03-24,adhoc_attn_check2,1,correct,16,specific,NA,NA,adhoc,4.49,4,4,female,white,0
10048,2018-03-24,adhoc_test3,2,pragmatic,17,specific,NA,NA,adhoc,4.49,4,4,female,white,0
10048,2018-03-24,adhoc_test4,2,pragmatic,18,specific,NA,NA,adhoc,4.49,4,4,female,white,0
10048,2018-03-24,test_mentioned_pizza,0,no,6,specific,mentioned,pizza,test,4.49,4,4,female,white,0
10048,2018-03-24,test_mentioned_piano,1,yes,7,specific,mentioned,piano,test,4.49,4,4,female,white,0
10048,2018-03-24,test_unmentioned_piano,0,no,8,specific,unmentioned,piano,test,4.49,4,4,female,white,0
10048,2018-03-24,test_mentioned_paint,0,no,9,specific,mentioned,paint,test,4.49,4,4,female,white,0
10048,2018-03-24,test_unmentioned_paint,0,no,10,specific,unmentioned,paint,test,4.49,4,4,female,white,0
10048,2018-03-24,test_mentioned_tree,0,no,11,specific,mentioned,tree,test,4.49,4,4,female,white,0
10048,2018-03-24,test_unmentioned_tree,0,no,12,specific,unmentioned,tree,test,4.49,4,4,female,white,0
10048,2018-03-24,adhoc_attn_check1,1,correct,13,specific,NA,NA,adhoc,4.49,4,4,female,white,0
10048,2018-03-24,adhoc_test1,2,pragmatic,14,specific,NA,NA,adhoc,4.49,4,4,female,white,0
10052,2018-03-24,test_unmentioned_piano,0,no,7,generic,unmentioned,piano,test,6.45,6,6,female,white,1
10052,2018-03-24,test_mentioned_piano,1,yes,8,generic,mentioned,piano,test,6.45,6,6,female,white,1
10052,2018-03-24,test_mentioned_tree,1,yes,9,generic,mentioned,tree,test,6.45,6,6,female,white,1
10052,2018-03-24,test_unmentioned_tree,0,no,10,generic,unmentioned,tree,test,6.45,6,6,female,white,1
10052,2018-03-24,adhoc_test2,2,pragmatic,15,generic,NA,NA,adhoc,6.45,6,6,female,white,1
10052,2018-03-24,adhoc_attn_check2,1,correct,16,generic,NA,NA,adhoc,6.45,6,6,female,white,1
10052,2018-03-24,adhoc_test3,2,pragmatic,17,generic,NA,NA,adhoc,6.45,6,6,female,white,1
10052,2018-03-24,adhoc_test4,2,pragmatic,18,generic,NA,NA,adhoc,6.45,6,6,female,white,1
10052,2018-03-24,adhoc_test1,2,pragmatic,14,generic,NA,NA,adhoc,6.45,6,6,female,white,1
10052,2018-03-24,test_unmentioned_paint,0,no,11,generic,unmentioned,paint,test,6.45,6,6,female,white,1
10052,2018-03-24,test_mentioned_paint,1,yes,12,generic,mentioned,paint,test,6.45,6,6,female,white,1
10052,2018-03-24,adhoc_attn_check1,1,correct,13,generic,NA,NA,adhoc,6.45,6,6,female,white,1
10052,2018-03-24,category_check4,1,correct,4,generic,NA,NA,attn_check,6.45,6,6,female,white,1
10052,2018-03-24,category_check1,1,correct,1,generic,NA,NA,attn_check,6.45,6,6,female,white,1
10052,2018-03-24,category_check2,1,correct,2,generic,NA,NA,attn_check,6.45,6,6,female,white,1
10052,2018-03-24,category_check3,1,correct,3,generic,NA,NA,attn_check,6.45,6,6,female,white,1
10052,2018-03-24,test_unmentioned_pizza,0,no,5,generic,unmentioned,pizza,test,6.45,6,6,female,white,1
10052,2018-03-24,test_mentioned_pizza,1,yes,6,generic,mentioned,pizza,test,6.45,6,6,female,white,1
10053,2018-03-24,category_check1,1,correct,1,specific,NA,NA,attn_check,5.98,5,5,female,white,0
10053,2018-03-24,test_unmentioned_paint,0,no,10,specific,unmentioned,paint,test,5.98,5,5,female,white,0
10053,2018-03-24,test_unmentioned_piano,0,no,11,specific,unmentioned,piano,test,5.98,5,5,female,white,0
10053,2018-03-24,test_mentioned_piano,1,yes,12,specific,mentioned,piano,test,5.98,5,5,female,white,0
10053,2018-03-24,adhoc_attn_check1,1,correct,13,specific,NA,NA,adhoc,5.98,5,5,female,white,0
10053,2018-03-24,adhoc_test1,2,pragmatic,14,specific,NA,NA,adhoc,5.98,5,5,female,white,0
10053,2018-03-24,category_check2,1,correct,2,specific,NA,NA,attn_check,5.98,5,5,female,white,0
10053,2018-03-24,category_check3,1,correct,3,specific,NA,NA,attn_check,5.98,5,5,female,white,0
10053,2018-03-24,category_check4,1,correct,4,specific,NA,NA,attn_check,5.98,5,5,female,white,0
10053,2018-03-24,test_mentioned_pizza,1,yes,5,specific,mentioned,pizza,test,5.98,5,5,female,white,0
10053,2018-03-24,test_unmentioned_pizza,0,no,6,specific,unmentioned,pizza,test,5.98,5,5,female,white,0
10053,2018-03-24,test_unmentioned_tree,0,no,7,specific,unmentioned,tree,test,5.98,5,5,female,white,0
10053,2018-03-24,test_mentioned_tree,1,yes,8,specific,mentioned,tree,test,5.98,5,5,female,white,0
10053,2018-03-24,test_mentioned_paint,1,yes,9,specific,mentioned,paint,test,5.98,5,5,female,white,0
10053,2018-03-24,adhoc_test4,2,pragmatic,18,specific,NA,NA,adhoc,5.98,5,5,female,white,0
10053,2018-03-24,adhoc_test2,2,pragmatic,15,specific,NA,NA,adhoc,5.98,5,5,female,white,0
10053,2018-03-24,adhoc_attn_check2,1,correct,16,specific,NA,NA,adhoc,5.98,5,5,female,white,0
10053,2018-03-24,adhoc_test3,2,pragmatic,17,specific,NA,NA,adhoc,5.98,5,5,female,white,0
10055,2018-03-25,category_check3,1,correct,3,specific,NA,NA,attn_check,4.77,4,4,male,white,0
10055,2018-03-25,category_check4,1,correct,4,specific,NA,NA,attn_check,4.77,4,4,male,white,0
10055,2018-03-25,test_unmentioned_pizza,0,no,5,specific,unmentioned,pizza,test,4.77,4,4,male,white,0
10055,2018-03-25,test_mentioned_pizza,0,no,6,specific,mentioned,pizza,test,4.77,4,4,male,white,0
10055,2018-03-25,test_unmentioned_tree,0,no,7,specific,unmentioned,tree,test,4.77,4,4,male,white,0
10055,2018-03-25,adhoc_attn_check2,1,correct,16,specific,NA,NA,adhoc,4.77,4,4,male,white,0
10055,2018-03-25,adhoc_test3,2,pragmatic,17,specific,NA,NA,adhoc,4.77,4,4,male,white,0
10055,2018-03-25,adhoc_test4,2,pragmatic,18,specific,NA,NA,adhoc,4.77,4,4,male,white,0
10055,2018-03-25,test_mentioned_tree,1,yes,8,specific,mentioned,tree,test,4.77,4,4,male,white,0
10055,2018-03-25,test_unmentioned_paint,1,yes,9,specific,unmentioned,paint,test,4.77,4,4,male,white,0
10055,2018-03-25,test_mentioned_paint,1,yes,10,specific,mentioned,paint,test,4.77,4,4,male,white,0
10055,2018-03-25,test_mentioned_piano,0,no,11,specific,mentioned,piano,test,4.77,4,4,male,white,0
10055,2018-03-25,test_unmentioned_piano,0,no,12,specific,unmentioned,piano,test,4.77,4,4,male,white,0
10055,2018-03-25,adhoc_attn_check1,1,correct,13,specific,NA,NA,adhoc,4.77,4,4,male,white,0
10055,2018-03-25,adhoc_test1,2,pragmatic,14,specific,NA,NA,adhoc,4.77,4,4,male,white,0
10055,2018-03-25,adhoc_test2,2,pragmatic,15,specific,NA,NA,adhoc,4.77,4,4,male,white,0
10055,2018-03-25,category_check1,1,correct,1,specific,NA,NA,attn_check,4.77,4,4,male,white,0
10055,2018-03-25,category_check2,1,correct,2,specific,NA,NA,attn_check,4.77,4,4,male,white,0
10057,2018-03-25,test_unmentioned_piano,1,yes,9,generic,unmentioned,piano,test,4.41,4,4,female,NA,NA
10057,2018-03-25,test_mentioned_piano,1,yes,10,generic,mentioned,piano,test,4.41,4,4,female,NA,NA
10057,2018-03-25,category_check1,0,wrong,1,generic,NA,NA,attn_check,4.41,4,4,female,NA,NA
10057,2018-03-25,category_check2,1,correct,2,generic,NA,NA,attn_check,4.41,4,4,female,NA,NA
10057,2018-03-25,category_check3,1,correct,3,generic,NA,NA,attn_check,4.41,4,4,female,NA,NA
10057,2018-03-25,category_check4,1,correct,4,generic,NA,NA,attn_check,4.41,4,4,female,NA,NA
10057,2018-03-25,test_unmentioned_pizza,1,yes,5,generic,unmentioned,pizza,test,4.41,4,4,female,NA,NA
10057,2018-03-25,test_mentioned_pizza,1,yes,6,generic,mentioned,pizza,test,4.41,4,4,female,NA,NA
10057,2018-03-25,test_unmentioned_paint,1,yes,7,generic,unmentioned,paint,test,4.41,4,4,female,NA,NA
10057,2018-03-25,test_mentioned_paint,1,yes,8,generic,mentioned,paint,test,4.41,4,4,female,NA,NA
10057,2018-03-25,adhoc_attn_check1,1,correct,13,generic,NA,NA,adhoc,4.41,4,4,female,NA,NA
10057,2018-03-25,adhoc_test1,1,literal,14,generic,NA,NA,adhoc,4.41,4,4,female,NA,NA
10057,2018-03-25,test_mentioned_tree,1,yes,11,generic,mentioned,tree,test,4.41,4,4,female,NA,NA
10057,2018-03-25,test_unmentioned_tree,1,yes,12,generic,unmentioned,tree,test,4.41,4,4,female,NA,NA
10057,2018-03-25,adhoc_test3,1,literal,17,generic,NA,NA,adhoc,4.41,4,4,female,NA,NA
10057,2018-03-25,adhoc_test4,1,literal,18,generic,NA,NA,adhoc,4.41,4,4,female,NA,NA
10057,2018-03-25,adhoc_test2,1,literal,15,generic,NA,NA,adhoc,4.41,4,4,female,NA,NA
10057,2018-03-25,adhoc_attn_check2,1,correct,16,generic,NA,NA,adhoc,4.41,4,4,female,NA,NA
10060,2018-03-25,category_check1,1,correct,1,specific,NA,NA,attn_check,6.03,6,6,female,white,0
10060,2018-03-25,test_mentioned_piano,1,yes,12,specific,mentioned,piano,test,6.03,6,6,female,white,0
10060,2018-03-25,adhoc_attn_check1,1,correct,13,specific,NA,NA,adhoc,6.03,6,6,female,white,0
10060,2018-03-25,adhoc_test1,2,pragmatic,14,specific,NA,NA,adhoc,6.03,6,6,female,white,0
10060,2018-03-25,category_check2,1,correct,2,specific,NA,NA,attn_check,6.03,6,6,female,white,0
10060,2018-03-25,category_check3,1,correct,3,specific,NA,NA,attn_check,6.03,6,6,female,white,0
10060,2018-03-25,category_check4,1,correct,4,specific,NA,NA,attn_check,6.03,6,6,female,white,0
10060,2018-03-25,test_unmentioned_pizza,0,no,5,specific,unmentioned,pizza,test,6.03,6,6,female,white,0
10060,2018-03-25,test_mentioned_pizza,1,yes,6,specific,mentioned,pizza,test,6.03,6,6,female,white,0
10060,2018-03-25,test_unmentioned_tree,1,yes,7,specific,unmentioned,tree,test,6.03,6,6,female,white,0
10060,2018-03-25,test_mentioned_tree,0,no,8,specific,mentioned,tree,test,6.03,6,6,female,white,0
10060,2018-03-25,test_mentioned_paint,1,yes,9,specific,mentioned,paint,test,6.03,6,6,female,white,0
10060,2018-03-25,test_unmentioned_paint,0,no,10,specific,unmentioned,paint,test,6.03,6,6,female,white,0
10060,2018-03-25,test_unmentioned_piano,0,no,11,specific,unmentioned,piano,test,6.03,6,6,female,white,0
10060,2018-03-25,adhoc_test2,2,pragmatic,15,specific,NA,NA,adhoc,6.03,6,6,female,white,0
10060,2018-03-25,adhoc_attn_check2,1,correct,16,specific,NA,NA,adhoc,6.03,6,6,female,white,0
10060,2018-03-25,adhoc_test3,2,pragmatic,17,specific,NA,NA,adhoc,6.03,6,6,female,white,0
10060,2018-03-25,adhoc_test4,2,pragmatic,18,specific,NA,NA,adhoc,6.03,6,6,female,white,0
10062,2018-03-25,adhoc_test2,2,pragmatic,15,specific,NA,NA,adhoc,5,5,5,female,white,0
10062,2018-03-25,adhoc_attn_check2,1,correct,16,specific,NA,NA,adhoc,5,5,5,female,white,0
10062,2018-03-25,adhoc_test3,2,pragmatic,17,specific,NA,NA,adhoc,5,5,5,female,white,0
10062,2018-03-25,adhoc_test4,2,pragmatic,18,specific,NA,NA,adhoc,5,5,5,female,white,0
10062,2018-03-25,category_check1,1,correct,1,specific,NA,NA,attn_check,5,5,5,female,white,0
10062,2018-03-25,category_check2,1,correct,2,specific,NA,NA,attn_check,5,5,5,female,white,0
10062,2018-03-25,category_check3,0,wrong,3,specific,NA,NA,attn_check,5,5,5,female,white,0
10062,2018-03-25,category_check4,1,correct,4,specific,NA,NA,attn_check,5,5,5,female,white,0
10062,2018-03-25,test_mentioned_paint,0,no,9,specific,mentioned,paint,test,5,5,5,female,white,0
10062,2018-03-25,test_unmentioned_paint,1,yes,10,specific,unmentioned,paint,test,5,5,5,female,white,0
10062,2018-03-25,test_mentioned_tree,1,yes,11,specific,mentioned,tree,test,5,5,5,female,white,0
10062,2018-03-25,test_unmentioned_tree,0,no,12,specific,unmentioned,tree,test,5,5,5,female,white,0
10062,2018-03-25,adhoc_attn_check1,1,correct,13,specific,NA,NA,adhoc,5,5,5,female,white,0
10062,2018-03-25,adhoc_test1,1,literal,14,specific,NA,NA,adhoc,5,5,5,female,white,0
10062,2018-03-25,test_unmentioned_pizza,0,no,6,specific,unmentioned,pizza,test,5,5,5,female,white,0
10062,2018-03-25,test_mentioned_piano,0,no,7,specific,mentioned,piano,test,5,5,5,female,white,0
10062,2018-03-25,test_unmentioned_piano,1,yes,8,specific,unmentioned,piano,test,5,5,5,female,white,0
10062,2018-03-25,test_mentioned_pizza,0,no,5,specific,mentioned,pizza,test,5,5,5,female,white,0
10063,2018-03-25,test_unmentioned_piano,1,yes,7,specific,unmentioned,piano,test,4.2,4,4,male,white,0
10063,2018-03-25,test_mentioned_piano,0,no,8,specific,mentioned,piano,test,4.2,4,4,male,white,0
